Student,Parent
Non-Smoker,Neither
Non-Smoker,Neither
Non-Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Smoker,Neither
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
Non-Smoker,One or Both
