"Religion","Wrong"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Protestant","Never"
"Jewish","Almost.Always"
"Jewish","Almost.Always"
"Jewish","Almost.Always"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Sometimes"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Jewish","Never"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Almost.Always"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Sometimes"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"Other","Never"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Almost.Always"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Sometimes"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
"None","Never"
