"Register","Penalty"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
"Oppose","Oppose"
